Efd_Dies,Freq_Diesel,GenDisTM,GenDisWmac,Ifd_Dies,Vpu_Dies
1.067363035,59.9999873400000,0.100592781,376.990075,1.0672515,1.000410803
1.067362703,59.9999873400000,0.100592186,376.9900752,1.067251258,1.000410804
1.067362354,59.9999873400000,0.100591591,376.9900753,1.067250997,1.000410805
1.067362055,59.9999873400000,0.100590997,376.9900754,1.067250738,1.000410806
1.067361859,59.9999873400000,0.100590402,376.9900755,1.067250506,1.000410805
1.067361782,59.9999873400000,0.100589807,376.9900756,1.067250314,1.000410803
1.0673618,59.9999873400000,0.100589212,376.9900756,1.067250165,1.000410801
1.06736185,59.9999873400000,0.100588618,376.9900757,1.067250047,1.000410799
1.067361854,59.9999873400000,0.100588023,376.9900757,1.067249937,1.000410798
1.067361744,59.9999873400000,0.100587428,376.9900758,1.067249808,1.000410798
1.067361488,59.9999873400000,0.100586834,376.9900759,1.067249641,1.000410799
1.067361098,59.9999873400000,0.100586239,376.990076,1.067249432,1.000410801
1.067360626,59.9999873400000,0.100585645,376.9900761,1.067249186,1.000410802
1.067360151,59.9999873400000,0.100585051,376.9900762,1.067248924,1.000410803
1.067359747,59.9999873400000,0.100584456,376.9900764,1.067248668,1.000410803
1.067359463,59.9999873400000,0.100583862,376.9900765,1.067248443,1.000410802
1.067359306,59.9999873400000,0.100583268,376.9900765,1.067248254,1.0004108
1.067359238,59.9999873400000,0.100582674,376.9900766,1.067248099,1.000410799
1.067359197,59.9999873400000,0.10058208,376.9900767,1.067247957,1.000410798
1.067359114,59.9999873400000,0.100581486,376.9900767,1.06724781,1.000410798
1.067358941,60.0000062700000,0.100580892,376.9900768,1.067247635,1.000410798
1.06735867,60.0000062700000,0.100580298,376.9900769,1.067247423,1.0004108
1.067358332,60.0000062700000,0.100579704,376.9900771,1.067247177,1.000410801
1.067357988,60.0000062700000,0.10057911,376.9900772,1.067246915,1.000410802
1.067357705,60.0000062700000,0.100578516,376.9900773,1.06724666,1.000410802
1.06735753,60.0000062700000,0.100577923,376.9900774,1.067246434,1.000410801
1.067357474,60.0000062700000,0.100577329,376.9900775,1.067246249,1.000410799
1.067357503,60.0000062700000,0.100576735,376.9900775,1.067246109,1.000410797
1.067357551,60.0000062700000,0.100576142,376.9900776,1.067245992,1.000410796
1.06735754,60.0000062700000,0.100575548,376.9900776,1.067245882,1.000410795
1.067357408,60.0000062700000,0.100574955,376.9900777,1.067245747,1.000410795
1.067357128,60.0000062700000,0.100574361,376.9900778,1.067245575,1.000410796
1.06735672,60.0000062700000,0.100573768,376.9900779,1.067245357,1.000410797
1.067356242,60.0000062700000,0.100573175,376.990078,1.067245108,1.000410799
1.067355775,60.0000062700000,0.100572581,376.9900781,1.067244845,1.000410799
1.067355391,60.0000062700000,0.100571988,376.9900783,1.067244596,1.000410799
1.06735513,60.0000062700000,0.100571395,376.9900784,1.067244375,1.000410798
1.067354993,60.0000062700000,0.100570802,376.9900784,1.067244193,1.000410797
1.067354936,60.0000062700000,0.100570209,376.9900785,1.067244041,1.000410795
1.067354893,60.0000062700000,0.100569616,376.9900786,1.067243902,1.000410794
1.067354798,60.0000062700000,0.100569023,376.9900786,1.067243752,1.000410794
1.067354608,60.0000063900000,0.10056843,376.9900787,1.067243572,1.000410795
1.067354322,60.0000063900000,0.100567837,376.9900788,1.067243353,1.000410797
1.067353978,60.0000063900000,0.100567244,376.990079,1.067243104,1.000410798
1.067353639,60.0000063900000,0.100566652,376.9900791,1.067242841,1.000410799
1.06735337,60.0000063900000,0.100566059,376.9900792,1.06724259,1.000410799
1.067353216,60.0000063900000,0.100565466,376.9900793,1.067242369,1.000410798
1.067353177,60.0000063900000,0.100564874,376.9900794,1.067242195,1.000410796
1.067353216,60.0000063900000,0.100564281,376.9900794,1.067242058,1.000410794
1.067353261,60.0000063900000,0.100563689,376.9900795,1.067241946,1.000410792
1.067353234,60.0000063900000,0.100563096,376.9900795,1.067241833,1.000410792
1.067353079,60.0000063900000,0.100562504,376.9900796,1.067241693,1.000410792
1.067352777,60.0000063900000,0.100561912,376.9900797,1.067241514,1.000410793
1.067352353,60.0000063900000,0.100561319,376.9900798,1.067241291,1.000410794
1.067351873,60.0000063900000,0.100560727,376.9900799,1.067241038,1.000410796
1.067351415,60.0000063900000,0.100560135,376.99008,1.067240775,1.000410796
1.06735105,60.0000063900000,0.100559543,376.9900802,1.06724053,1.000410796
1.067350811,60.0000063900000,0.100558951,376.9900803,1.067240316,1.000410795
1.067350692,60.0000063900000,0.100558359,376.9900803,1.067240142,1.000410793
1.067350642,60.0000063900000,0.100557767,376.9900804,1.067239992,1.000410792
1.067350596,60.0000063900000,0.100557175,376.9900805,1.067239854,1.000410791
1.067350487,59.9999873400000,0.100556583,376.9900805,1.0672397,1.000410791
1.067350282,59.9999873400000,0.100555991,376.9900806,1.067239515,1.000410792
1.067349984,59.9999873400000,0.1005554,376.9900807,1.067239291,1.000410794
1.067349636,59.9999873400000,0.100554808,376.9900809,1.067239038,1.000410795
1.067349304,59.9999873400000,0.100554216,376.990081,1.067238776,1.000410795
1.067349053,59.9999873400000,0.100553625,376.9900811,1.067238529,1.000410795
1.067348918,59.9999873400000,0.100553033,376.9900812,1.067238315,1.000410794
1.067348896,59.9999873400000,0.100552442,376.9900813,1.067238149,1.000410792
1.06734894,59.9999873400000,0.10055185,376.9900813,1.067238017,1.00041079
1.067348978,59.9999873400000,0.100551259,376.9900813,1.067237908,1.000410789
1.067348934,59.9999873400000,0.100550667,376.9900814,1.067237791,1.000410788
1.067348754,59.9999873400000,0.100550076,376.9900815,1.067237648,1.000410789
1.067348428,59.9999873400000,0.100549485,376.9900816,1.06723746,1.00041079
1.067347989,59.9999873400000,0.100548894,376.9900817,1.067237233,1.000410791
1.067347506,59.9999873400000,0.100548303,376.9900818,1.067236976,1.000410792
1.067347059,59.9999873400000,0.100547712,376.9900819,1.067236716,1.000410793
1.067346713,59.9999873400000,0.10054712,376.9900821,1.067236474,1.000410792
1.067346496,59.9999873400000,0.10054653,376.9900821,1.067236269,1.000410791
1.067346392,59.9999873400000,0.100545939,376.9900822,1.067236098,1.00041079
1.067346348,59.9999873400000,0.100545348,376.9900823,1.067235954,1.000410788
1.067346295,59.9999873400000,0.100544757,376.9900823,1.067235814,1.000410788
1.067346173,60.0000062700000,0.100544166,376.9900824,1.067235656,1.000410788
1.067345951,60.0000062700000,0.100543575,376.9900825,1.067235463,1.000410789
1.067345641,60.0000062700000,0.100542985,376.9900826,1.067235235,1.00041079
1.067345293,60.0000062700000,0.100542394,376.9900828,1.067234978,1.000410792
1.067344972,60.0000062700000,0.100541804,376.9900829,1.067234718,1.000410792
1.06734474,60.0000062700000,0.100541213,376.990083,1.067234476,1.000410792
1.067344627,60.0000062700000,0.100540623,376.9900831,1.067234272,1.00041079
1.067344622,60.0000062700000,0.100540032,376.9900832,1.06723411,1.000410788
1.067344671,60.0000062700000,0.100539442,376.9900832,1.067233986,1.000410787
1.067344701,60.0000062700000,0.100538851,376.9900832,1.067233877,1.000410785
1.067344637,60.0000062700000,0.100538261,376.9900833,1.067233758,1.000410785
1.067344432,60.0000062700000,0.100537671,376.9900834,1.067233608,1.000410785
1.067344084,60.0000062700000,0.100537081,376.9900835,1.067233413,1.000410787
1.067343633,60.0000062700000,0.100536491,376.9900836,1.067233178,1.000410788
1.067343152,60.0000062700000,0.100535901,376.9900837,1.067232921,1.000410789
1.06734272,60.0000062700000,0.100535311,376.9900838,1.067232663,1.000410789
1.067342397,60.0000062700000,0.100534721,376.9900839,1.067232426,1.000410789
1.067342202,60.0000062700000,0.100534131,376.990084,1.067232228,1.000410787
1.067342113,60.0000062700000,0.100533541,376.9900841,1.067232062,1.000410786
1.067342074,60.0000062700000,0.100532951,376.9900842,1.067231922,1.000410785
1.067342013,60.0000062700000,0.100532362,376.9900842,1.067231779,1.000410784
1.067341875,60.0000063900000,0.100531772,376.9900843,1.067231619,1.000410785
1.067341636,60.0000063900000,0.100531182,376.9900844,1.06723142,1.000410786
1.067341316,60.0000063900000,0.100530593,376.9900845,1.067231186,1.000410787
1.067340967,60.0000063900000,0.100530003,376.9900847,1.067230928,1.000410788
1.067340657,60.0000063900000,0.100529414,376.9900848,1.067230669,1.000410789
1.067340443,60.0000063900000,0.100528824,376.9900849,1.067230431,1.000410788
1.06734035,60.0000063900000,0.100528235,376.990085,1.067230235,1.000410787
1.067340359,60.0000063900000,0.100527645,376.990085,1.067230081,1.000410785
1.067340412,60.0000063900000,0.100527056,376.9900851,1.067229962,1.000410783
1.067340431,60.0000063900000,0.100526467,376.9900851,1.067229852,1.000410782
1.067340347,60.0000063900000,0.100525878,376.9900852,1.06722973,1.000410782
1.067340118,60.0000063900000,0.100525289,376.9900852,1.067229572,1.000410782
1.06733975,60.0000063900000,0.1005247,376.9900853,1.067229372,1.000410784
1.06733929,60.0000063900000,0.100524111,376.9900855,1.067229133,1.000410785
1.067338813,60.0000063900000,0.100523522,376.9900856,1.067228874,1.000410786
1.067338396,60.0000063900000,0.100522933,376.9900857,1.067228618,1.000410786
1.067338093,60.0000063900000,0.100522344,376.9900858,1.067228389,1.000410785
1.067337919,60.0000063900000,0.100521755,376.9900859,1.067228195,1.000410784
1.067337844,60.0000063900000,0.100521166,376.990086,1.067228037,1.000410782
1.067337805,60.0000063900000,0.100520578,376.990086,1.067227897,1.000410781
1.067337735,60.0000063900000,0.100519989,376.9900861,1.067227754,1.000410781
1.067337581,59.9999873400000,0.1005194,376.9900862,1.067227586,1.000410782
1.067337328,59.9999873400000,0.100518812,376.9900863,1.067227383,1.000410783
1.067336998,59.9999873400000,0.100518223,376.9900864,1.067227144,1.000410784
1.067336651,59.9999873400000,0.100517635,376.9900866,1.067226885,1.000410785
1.067336355,59.9999873400000,0.100517046,376.9900867,1.067226628,1.000410786
1.067336161,59.9999873400000,0.100516458,376.9900868,1.067226398,1.000410785
1.067336087,59.9999873400000,0.10051587,376.9900869,1.067226208,1.000410783
1.067336107,59.9999873400000,0.100515282,376.9900869,1.067226062,1.000410781
1.067336159,59.9999873400000,0.100514693,376.9900869,1.067225946,1.000410779
1.067336165,59.9999873400000,0.100514105,376.990087,1.067225837,1.000410778
1.067336059,59.9999873400000,0.100513517,376.990087,1.067225711,1.000410778
1.067335805,59.9999873400000,0.100512929,376.9900871,1.067225547,1.000410779
1.067335417,59.9999873400000,0.100512341,376.9900872,1.06722534,1.000410781
1.067334948,59.9999873400000,0.100511753,376.9900874,1.067225096,1.000410782
1.067334475,59.9999873400000,0.100511165,376.9900875,1.067224836,1.000410783
1.067334073,59.9999873400000,0.100510577,376.9900876,1.067224582,1.000410783
1.067333792,59.9999873400000,0.10050999,376.9900877,1.067224359,1.000410782
1.067333637,59.9999873400000,0.100509402,376.9900878,1.067224172,1.00041078
1.067333573,59.9999873400000,0.100508814,376.9900879,1.06722402,1.000410779
1.067333534,59.9999873400000,0.100508227,376.9900879,1.06722388,1.000410778
1.067333453,59.9999873400000,0.100507639,376.990088,1.067223735,1.000410778
1.067333283,60.0000062700000,0.100507051,376.9900881,1.067223562,1.000410778
